식품명,식품대분류명,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식품중량
기타차_캐모마일리치티 아이스(ICED),디저트,28,6.88,0.0,0.0,6.75,650g
기타차_캐모마일리치티 핫(HOT),디저트,36,8.95,0.01,0.0,8.78,500g
기타차_하동매실피치티 아이스(ICED),디저트,41,9.67,0.09,0.12,7.96,650g
기타차_하동매실피치티 핫(HOT),디저트,53,12.57,0.12,0.15,10.35,500g
라떼_고구마 라떼,디저트,74,13.4,1.24,1.68,7.3,100g
라떼_군고구마 라떼 핫(HOT),디저트,121,18.37,3.26,3.72,12.33,430g
라떼_군고구마 라떼 아이스(ICED),디저트,97,15.96,2.34,2.77,10.43,470g
라떼_그린 라떼 아이스(ICED),디저트,54,7.8,1.46,1.95,6.83,410g
라떼_그린 라떼,디저트,90,10.97,2.9,3.87,4.52,310g
라떼_그린민트 초콜릿 아이스(ICED),디저트,88,11.22,1.71,4.15,8.54,410g
라떼_그린민트 초콜릿 핫(HOT),디저트,140,16.45,3.23,6.77,13.23,310g
라떼_녹차 라떼,디저트,57,9.61,1.59,1.4,8.75,100g
라떼_딸기 라떼,디저트,65,9.87,1.36,2.21,9.72,100g
라떼_리얼 단호박 라떼,디저트,68,8.77,4.0,2.0,5.55,375g
라떼_민트크림초코,디저트,67,10.5,1.25,2.17,7.5,100g
라떼_밀크티,디저트,61,9.47,1.65,1.83,8.9,100g
라떼_블랙 타이거 라떼 아이스(ICED),디저트,181,24.3,5.59,6.75,16.34,200g
라떼_블랙 타이거 라떼 핫(HOT),디저트,170,20.21,5.79,7.26,14.42,285g
라떼_블루베리 라떼,디저트,65,11.45,1.42,1.51,10.55,100g
라떼_오곡 라떼,디저트,65,9.79,1.65,2.15,6.59,100g
라떼_콘 라떼 아이스(ICED),디저트,83,12.68,2.68,2.93,10.24,410g
라떼_콘 라떼 핫(HOT),디저트,135,18.39,2.9,5.48,15.16,310g
라떼_토피넛 라떼,디저트,68,9.83,1.56,2.52,8.07,100g
라떼_폭탄초코,디저트,78,10.7,1.51,3.21,10.3,100g
라떼_허니 그린 라떼 아이스(ICED),디저트,61,8.94,1.7,1.91,7.23,470g
라떼_허니 그린 라떼 핫(HOT),디저트,105,14.52,3.23,3.87,11.94,310g
라떼_흑당 단호박 라떼,디저트,102,17.07,1.95,2.93,13.17,410g
라떼_딸기 라떼,디저트,106,14.7,1.2,4.7,10.5,375g
라떼_흑임자 두유 라떼 아이스(ICED),디저트,48,4.57,2.43,2.2,3.07,650g
라떼_흑임자 두유 라떼 핫(HOT),디저트,69,6.24,3.88,3.25,4.08,500g
레몬차_레몬티,디저트,47,11.0,0.52,0.05,10.4,100g
레몬차_레몬티 아이스(ICED),디저트,25,5.52,0.05,0.0,5.04,650g
레몬차_레몬티 핫(HOT),디저트,33,7.18,0.06,0.0,6.55,500g
마테차_스위트마테,디저트,2,0.28,0.06,0.04,0.11,100g
밀크티/버블티_로얄 밀크티 아이스(ICED),디저트,74,11.95,1.46,2.2,9.02,410g
밀크티/버블티_로얄 밀크티 핫(HOT),디저트,112,16.45,2.58,3.87,12.9,310g
밀크티/버블티_블랙슈가 버블티,디저트,67,11.56,1.32,1.72,10.04,100g
밀크티/버블티_얼그레이 밀크티 아이스(ICED),디저트,41,4.04,1.49,2.13,4.04,470g
밀크티/버블티_얼그레이 밀크티 핫(HOT),디저트,65,6.45,2.58,3.23,6.45,310g
밀크티/버블티_얼그레이 버블티,디저트,62,11.12,1.19,1.4,7.78,100g
밀크티/버블티_초코 버블티,디저트,68,11.99,1.5,1.59,9.87,100g
밀크티/버블티_타로 버블티,디저트,71,12.08,1.32,1.95,9.37,100g
밀크티/버블티_흑당 버블티,디저트,83,15.74,1.28,1.7,11.91,470g
사과차_석류 애플라임,디저트,59,14.78,0.0,0.0,13.91,230g
스무디_곡성 멜론 스무디,디저트,80,17.23,0.85,0.64,15.53,470g
스무디_그린민트 초코 탐앤치노,디저트,119,19.76,1.22,3.9,14.63,410g
스무디_그린티 초코칩 탐앤치노,디저트,94,17.45,1.49,2.13,15.53,470g
스무디_그린티 탐앤치노,디저트,87,15.85,0.98,2.2,13.17,410g
스무디_녹차 프라페,디저트,71,12.3,1.55,1.74,10.6,100g
스무디_딸기 스무디,디저트,65,12.2,0.66,1.47,9.96,100g
스무디_딸기치즈 프라페,디저트,116,15.22,1.52,5.49,11.2,100g
스무디_딸기쿠키 프라페,디저트,171,28.95,1.68,5.34,14.43,100g
스무디_망고 스무디,디저트,58,12.2,0.75,0.7,11.8,100g
스무디_메론 쉐이크,디저트,64,10.84,1.46,1.61,9.86,100g
스무디_모카 프라페,디저트,97,12.1,1.49,4.75,11.8,100g
스무디_민트 프라페,디저트,91,11.0,0.97,4.74,9.15,100g
스무디_밀크 쉐이크,디저트,83,11.26,1.82,3.37,10.63,100g
스무디_바닐라 탐앤치노,디저트,87,15.37,0.98,2.44,11.46,410g
스무디_블루베리 요거트 스무디,디저트,64,14.39,0.49,0.49,13.66,410g
스무디_석류 콜라겐 요거트스무디,디저트,84,16.81,1.49,1.28,14.68,470g
스무디_아임파인,디저트,51,12.37,0.45,0.01,11.87,100g
스무디_어른커피 쉐이크,디저트,78,14.39,0.1,2.2,8.92,100g
스무디_얼음수박,디저트,34,7.88,0.5,0.01,7.61,100g
스무디_엑스트라 자바칩 탐앤치노,디저트,121,20.64,1.49,3.62,10.0,470g
스무디_월넛 탐앤치노,디저트,134,22.44,3.17,3.66,8.54,410g
스무디_유자스무디,디저트,78,16.48,1.17,0.8,15.03,100g
스무디_자바칩 탐앤치노,디저트,114,18.54,1.46,3.9,9.51,410g
스무디_콜라겐 요거트스무디,디저트,85,16.17,1.91,1.28,14.68,470g
스무디_쿠키 프라페,디저트,104,104.0,1.53,4.55,8.04,100g
스무디_쿠키앤크림 탐앤치노,디저트,83,15.74,1.28,1.7,11.91,470g
스무디_폭탄 프라페,디저트,110,14.0,1.07,5.53,13.6,100g
스무디_플레인 요거트 스무디,디저트,86,17.07,1.71,1.22,15.61,410g
스무디_허니 월넛치노,디저트,147,24.47,3.83,3.83,10.85,470g
스무디_딸기 복숭아 스무디,디저트,35,8.88,0.0,0.0,8.67,650g
스무디_레몬 딸기 스무디,디저트,46,11.57,0.05,0.0,10.93,650g
식혜_단호박 식혜,디저트,48,11.69,0.16,0.05,11.17,100g
식혜_얼음동동 식혜,디저트,44,10.82,0.11,0.04,10.58,650g
쌍화차_대추쌍화차 아이스(ICED),디저트,40,9.93,0.03,0.01,7.41,650g
쌍화차_대추쌍화차 핫(HOT),디저트,51,12.91,0.03,0.01,9.63,500g
아이스티_복숭아 아이스티,디저트,51,12.4,0.06,0.08,12.1,100g
아이스티_NEW복숭아아이스티,디저트,31,7.54,0.01,0.11,7.37,650g
에이드_딸기레몬 에이드,디저트,49,12.24,0.01,0.02,10.52,100g
에이드_라임 에이드,디저트,42,10.4,0.02,0.05,9.51,100g
에이드_레몬 에이드,디저트,40,9.83,0.07,0.08,9.73,100g
에이드_블루레몬 에이드,디저트,45,11.1,0.06,0.07,10.7,100g
에이드_블루베리 에이드,디저트,59,14.48,0.07,0.14,13.78,100g
에이드_유자레이드,디저트,51,12.4,0.25,0.09,12.2,100g
에이드_자몽 에이드,디저트,38,8.96,0.35,0.06,8.05,100g
에이드_제주 한라봉 크러쉬드 에이드,디저트,86,21.09,0.22,0.04,10.68,410g
에이드_청포도 에이드,디저트,53,12.7,0.01,0.18,11.6,100g
에이드_체리콕,디저트,56,13.9,0.01,0.05,13.8,100g
에이드_폭탄 에이드,디저트,44,10.7,0.11,0.06,9.07,100g
에이드_레몬 에이드,디저트,25,5.52,0.05,0.0,5.04,650g
에이드_복숭아 에이드,디저트,17,4.21,0.0,0.0,4.09,650g
에이드_자몽 에이드,디저트,22,4.65,0.1,0.0,4.65,650g
에이드_제주청귤 에이드,디저트,34,8.22,0.06,0.0,7.85,650g
에이드_청포도 에이드,디저트,23,4.87,0.1,0.08,4.67,650g
오미자차_문경오미자티 아이스(ICED),디저트,39,9.15,0.0,0.0,8.14,650g
오미자차_문경오미자티 핫(HOT),디저트,39,9.15,0.0,0.0,8.14,500g
유자차_유자 피나콜라다,디저트,45,11.3,0.0,0.0,10.87,230g
유자차_유자티,디저트,56,13.7,0.13,0.07,13.2,100g
자몽차_꿀자몽티,디저트,58,14.3,0.13,0.07,13.2,100g
자몽차_자몽 네이블오렌지,디저트,59,14.78,0.0,0.0,13.04,230g
자몽차_자몽티 아이스(ICED),디저트,22,4.65,0.1,0.0,4.65,650g
자몽차_자몽티 핫(HOT),디저트,28,6.05,0.13,0.0,6.05,500g
자몽홍차_허니자몽블랙티,디저트,55,13.53,0.14,0.03,12.41,100g
자몽홍차_자몽허니블랙티 아이스(ICED),디저트,33,8.04,0.18,0.01,7.17,650g
자몽홍차_자몽허니블랙티 핫(HOT),디저트,43,10.45,0.23,0.01,9.32,500g
커피_꼰대 라떼 아이스(ICED),디저트,71,12.44,0.49,2.2,7.8,410g
커피_꼰대 라떼 핫(HOT),디저트,94,16.45,0.65,2.9,10.32,310g
커피_더치 라떼,디저트,21,2.16,1.01,0.88,1.37,100g
커피_더치아메리카노,디저트,3,0.51,0.18,0.01,0.0,100g
커피_바닐라 라떼 아이스(ICED),디저트,38,5.61,0.98,1.22,5.12,410g
커피_바닐라 라떼 핫(HOT),디저트,75,9.03,2.58,3.23,8.39,310g
커피_바닐라 라떼,디저트,41,5.46,1.29,1.52,3.76,100g
커피_바닐라빈 라떼 아이스(ICED),디저트,64,8.29,1.95,2.44,4.88,410g
커피_바닐라빈 라떼 핫(HOT),디저트,89,11.29,2.9,3.55,6.77,310g
커피_버터스카치 라떼 아이스(ICED),디저트,102,10.73,1.46,5.85,10.49,410g
커피_버터스카치 라떼 핫(HOT),디저트,99,9.76,1.71,5.85,9.76,410g
커피_아메리카노,디저트,2,0.38,0.12,0.05,0.0,100g
커피_어른커피,디저트,51,8.78,0.1,1.68,5.07,100g
커피_에스프레소 콘파냐,디저트,80,4.0,2.0,6.0,2.0,50g
커피_오리엔탈 라떼 아이스(ICED),디저트,56,7.32,1.71,2.2,5.85,410g
커피_오리엔탈 라떼 핫(HOT),디저트,98,11.61,3.55,4.19,9.68,310g
커피_초코 라떼,디저트,65,10.8,1.46,1.79,9.6,100g
커피_카라멜 마끼아또 아이스(ICED),디저트,59,8.05,1.71,2.2,6.83,410g
커피_카라멜 마끼아또 핫(HOT),디저트,80,10.97,2.58,2.9,9.35,310g
커피_카라멜마끼아또,디저트,40,6.03,2.02,0.88,5.78,100g
커피_카페 라떼 아이스(ICED),디저트,26,2.2,1.22,1.46,1.71,410g
커피_카페 라떼 핫(HOT),디저트,59,4.52,2.58,3.23,3.87,310g
커피_카페 라떼,디저트,18,1.92,1.07,0.63,0.74,100g
커피_카페모카 아이스(ICED),디저트,59,6.34,1.46,3.17,3.41,410g
커피_카페모카 핫(HOT),디저트,102,10.0,3.23,5.48,6.13,310g
커피_카페모카,디저트,39,6.37,0.86,1.11,4.76,100g
커피_카푸치노 아이스(ICED),디저트,24,1.95,1.22,1.22,1.46,410g
커피_카푸치노 핫(HOT),디저트,56,4.19,2.58,3.23,3.55,310g
커피_카푸치노,디저트,23,2.46,1.34,1.52,1.21,100g
커피_헤이즐넛 라떼 아이스(ICED),디저트,39,5.85,0.98,1.22,5.37,410g
커피_헤이즐넛 라떼 핫(HOT),디저트,75,9.35,2.58,3.23,8.71,310g
커피_헤이즐넛 라떼,디저트,21,1.72,1.17,1.06,1.35,100g
커피_헤이즐넛아메리카노,디저트,2,0.31,0.17,0.01,0.0,100g
커피_디카페인 바나리카노 아이스(ICED),디저트,1,0.18,0.0,0.03,0.0,650g
커피_디카페인 아메리카노 아이스(ICED),디저트,0,0.09,0.0,0.02,0.0,650g
커피_디카페인 아메리카노 핫(HOT),디저트,1,0.12,0.0,0.02,0.0,500g
커피_디카페인 에스프레소 핫(HOT),디저트,1,0.12,0.0,0.02,0.0,500g
커피_디카페인 제로슈가 스위트 아메리카노 아이스(ICED),디저트,0,2.38,0.0,0.02,0.0,650g
커피_디카페인 제로슈가 스위트 아메리카노 핫(HOT),디저트,1,3.09,0.0,0.02,0.0,500g
커피_디카페인 허니아메리카노 아이스(ICED),디저트,15,3.78,0.0,0.02,3.69,650g
커피_디카페인 허니아메리카노 핫(HOT),디저트,20,4.92,0.0,0.02,4.8,500g
커피_디카페인 헤이즐넛아메리카노 아이스(ICED),디저트,21,5.02,0.0,0.0,4.92,650g
커피_디카페인 헤이즐넛아메리카노 핫(HOT),디저트,27,6.52,0.0,0.02,6.4,500g
커피_바나리카노 아이스(ICED),디저트,1,0.11,0.04,0.0,0.0,940g
커피_시그니처아메리카노 아이스(ICED),디저트,0,0.12,0.02,0.0,0.0,650g
커피_시그니처아메리카노 핫(HOT),디저트,1,0.15,0.02,0.0,0.0,500g
커피_시그니처콜드브루 아이스(ICED),디저트,2,0.35,0.14,0.02,0.0,650g
커피_아메리카노 아이스(ICED),디저트,0,0.08,0.03,0.0,0.0,650g
커피_아메리카노 핫(HOT),디저트,0,0.11,0.04,0.0,0.0,500g
커피_아포가토,디저트,181,18.64,3.3,10.32,16.65,155g
커피_에스프레소,디저트,3,0.9,0.3,0.0,0.0,60g
커피_제로슈가 스위트 아메리카노 아이스(ICED),디저트,0,2.37,0.03,0.0,0.0,650g
커피_제로슈가 스위트 아메리카노 핫(HOT),디저트,0,3.08,0.04,0.0,0.0,500g
커피_콜드브루 아이스(ICED),디저트,2,0.33,0.16,0.0,0.0,650g
커피_허니아메리카노 아이스(ICED),디저트,15,3.78,0.03,0.0,3.69,650g
커피_허니아메리카노 핫(HOT),디저트,20,4.91,0.04,0.0,4.8,500g
커피_헤이즐넛아메리카노 아이스(ICED),디저트,21,5.01,0.03,0.0,4.92,650g
커피_헤이즐넛아메리카노 핫(HOT),디저트,27,6.51,0.04,0.0,6.4,500g
커피_헥사메리카노 아이스(ICED),디저트,1,0.2,0.04,0.0,0.0,650g
커피_헥사메리카노 핫(HOT),디저트,1,0.26,0.06,0.0,0.0,500g
코코아_아이스 초코 아이스(ICED),디저트,68,7.56,1.71,3.41,4.15,410g
코코아_핫 초코 핫(HOT),디저트,114,11.61,3.23,6.13,7.1,310g
허브차_캐모마일 아이스(ICED),디저트,0,0.0,0.01,0.02,0.0,650g
허브차_캐모마일 핫(HOT),디저트,0,0.0,0.01,0.03,0.0,500g
허브차_페퍼민트 아이스(ICED),디저트,0,0.01,0.0,0.02,0.0,650g
허브차_페퍼민트 핫(HOT),디저트,0,0.02,0.01,0.03,0.0,500g
허브차_히비스커스 아이스(ICED),디저트,0,0.06,0.01,0.01,0.0,650g
허브차_히비스커스 핫(HOT),디저트,0,0.07,0.01,0.01,0.0,500g
홍차_얼그레이,디저트,1,0.02,0.05,0.05,0.0,100g
홍차_얼그레이 아이스(ICED),디저트,0,0.0,0.01,0.02,0.0,650g
홍차_얼그레이 핫(HOT),디저트,0,0.01,0.01,0.02,0.0,500g
계란덮밥,밥,143,25.14,4.31,2.82,3.07,100g
곤드레나물밥,밥,149,28.26,2.94,2.71,0.0,350g
국밥,밥,52,7.33,3.45,1.03,0.05,800g
국밥_굴,밥,105,13.6,6.52,2.74,0.05,650g
국밥_돼지고기,밥,76,6.23,5.53,3.22,0.0,1200g
국밥_소고기,밥,47,6.09,3.11,1.16,0.4,700g
귀리밥,밥,162,34.54,3.9,0.87,0.09,100g
김밥_샐러드,밥,162,24.58,3.85,5.41,1.37,250g
김밥_소고기,밥,160,25.01,6.39,3.85,0.33,250g
김밥_참치,밥,170,22.73,6.44,5.89,1.46,100g
누룽지_뜨거운물첨가,밥,69,15.06,1.32,0.1,1.15,100g
덮밥_송이버섯,밥,97,15.93,3.04,2.34,0.38,600g
덮밥_유산슬,밥,105,13.44,4.9,3.46,0.08,550g
덮밥_장어,밥,179,24.34,7.52,5.74,1.4,400g
덮밥_참치,밥,136,20.59,5.84,3.35,0.6,500g
덮밥_해물,밥,110,14.35,6.01,3.21,0.17,700g
리소토/리조또_간편조리세트_베이컨버섯크림리조또,밥,187,15.9,3.11,12.29,2.09,888g
리소토/리조또_간편조리세트_쉬림프로제리조또,밥,176,18.57,3.35,9.77,3.84,811g
묵밥,밥,68,13.54,1.56,0.81,1.59,950g
볶음밥_간편조리세트_돼지불백깍둑볶음누룽밥,밥,186,17.92,10.82,7.84,4.16,598g
볶음밥,밥,193,22.5,6.92,8.38,1.79,100g
볶음밥_김치,밥,167,23.21,4.18,6.44,1.63,100g
볶음밥_삼선,밥,172,21.44,6.56,6.62,0.4,400g
볶음밥_해물,밥,176,22.61,6.28,6.75,0.31,400g
비빔밥_간편조리세트_꼬막비빔밥,밥,103,11.01,7.33,3.29,5.31,347g
비빔밥,밥,142,22.5,4.47,3.81,3.04,100g
비빔밥_멍게,밥,137,22.68,4.15,3.28,4.18,400g
비빔밥_약초,밥,128,20.05,2.98,3.98,0.73,400g
삼각김밥_고추장불고기,밥,165,34.11,3.66,1.58,0.21,100g
삼각김밥_숯불갈비,밥,161,32.55,4.0,1.67,0.16,100g
삼각김밥_참치마요네즈,밥,172,31.95,3.94,3.2,0.02,100g
새우튀김롤,밥,202,32.09,4.82,6.06,3.71,300g
쌀밥,밥,166,37.33,3.36,0.32,0.02,100g
알밥_간편조리세트_갑오징어알뚝밥,밥,124,10.21,9.82,4.88,2.63,355g
연어롤,밥,170,24.77,6.19,5.13,2.82,300g
오곡밥,밥,156,32.93,4.78,0.52,0.07,250g
자장밥,밥,148,24.01,3.05,4.46,1.07,500g
잡탕밥,밥,104,13.99,5.88,2.68,0.06,750g
주먹밥_멸치,밥,208,36.2,6.0,4.4,0.6,150g
초밥_광어,밥,151,25.85,9.02,1.31,2.57,300g
초밥_농어,밥,159,31.5,6.97,0.53,5.2,250g
초밥_모듬,밥,154,25.48,8.47,2.02,2.88,300g
초밥_문어,밥,157,32.71,5.85,0.3,5.35,250g
초밥_새우,밥,130,20.41,7.78,1.94,3.95,100g
초밥_연어,밥,207,19.59,11.2,9.36,3.62,100g
초밥_유부초밥,밥,165,31.26,4.32,2.51,2.11,100g
초밥_장어,밥,195,32.27,6.61,4.33,5.47,250g
초밥_한치,밥,150,31.17,5.48,0.34,5.25,250g
충무김밥,밥,146,27.29,5.86,1.49,4.3,400g
캘리포니아롤,밥,163,29.74,4.11,3.02,2.97,300g
콩밥_강낭콩,밥,173,38.04,4.38,0.39,0.1,100g
회덮밥,밥,137,20.66,6.04,3.31,2.19,500g
가래떡,빵,210,46.11,4.0,1.08,0.06,100g
개피떡(바람떡),빵,206,44.3,5.32,0.81,7.62,100g
경단_깨,빵,319,74.22,4.44,0.54,26.64,100g
경단_콩,빵,314,74.03,3.51,0.46,20.55,100g
기피편,빵,220,48.99,5.45,0.25,2.08,100g
모싯잎송편_동부,빵,190,40.29,5.65,0.66,3.18,100g
모싯잎송편_동부(국내산),빵,190,40.68,5.28,0.65,1.59,100g
모싯잎송편_동부(수입산),빵,190,39.9,6.03,0.67,3.18,100g
무지개떡,빵,229,53.01,3.53,0.31,8.99,100g
백설기,빵,224,50.28,3.78,0.9,7.79,100g
백설기_검정콩,빵,229,48.31,5.75,1.46,2.07,100g
빙떡(메밀전병),빵,168,21.62,6.18,6.29,0.62,100g
송편_깨,빵,224,44.96,4.92,2.74,1.15,100g
송편_콩,빵,194,41.66,5.24,0.75,1.26,100g
수수부꾸미,빵,248,42.1,5.73,6.29,0.24,100g
수수팥떡,빵,204,43.03,6.7,0.59,2.82,100g
시루떡,빵,217,47.54,5.47,0.61,3.22,100g
시루떡_녹두,빵,246,48.08,7.74,2.53,4.05,100g
쑥떡,빵,249,57.89,3.36,0.4,10.72,100g
인절미_콩고물,빵,231,49.69,5.52,1.15,2.81,100g
절편,빵,197,43.58,3.82,0.8,0.08,100g
찰시루떡,빵,181,37.63,6.63,0.41,1.22,100g
찹쌀떡,빵,277,65.61,3.26,0.15,17.54,100g
찹쌀떡_팥,빵,266,57.66,4.09,2.14,24.35,100g
다식_송화,빵,369,73.97,8.3,4.48,26.65,30g
다쿠아즈,빵,447,43.39,8.33,26.65,38.13,100g
도넛_찹쌀,빵,296,57.07,5.04,5.26,17.32,70g
마카롱,빵,480,45.23,6.92,30.11,41.94,100g
버터크림빵,빵,383,46.23,8.18,18.41,11.99,60g
샌드위치_닭고기,빵,250,20.89,16.28,11.19,3.64,100g
샌드위치_생선,빵,257,26.69,10.29,12.45,3.53,100g
샌드위치_소고기,빵,244,22.21,15.17,10.3,3.84,100g
샌드위치_소시지,빵,276,23.74,10.3,15.57,3.56,100g
샌드위치_참치,빵,222,14.6,9.32,14.04,4.04,250g
샌드위치_햄_치즈,빵,284,26.95,8.57,15.75,4.13,100g
샌드위치_햄_치즈_채소,빵,214,21.55,8.66,10.38,4.67,100g
소보로빵,빵,396,60.22,9.02,13.25,16.76,70g
소보로빵_맘모스빵,빵,354,51.07,6.77,13.65,25.73,100g
식빵_통밀식빵,빵,279,48.64,9.33,5.26,4.49,100g
앙금빵_앙버터빵,빵,372,41.64,7.0,19.72,16.29,100g
케이크_초콜릿케이크,빵,420,43.6,5.31,24.96,23.13,100g
케이크_치즈케이크,빵,329,28.64,7.23,20.63,15.28,100g
크로켓(고로케)_채소,빵,301,31.19,7.13,16.38,3.37,100g
파이/만주_만주,빵,318,66.86,7.33,2.34,32.07,70g
페이스트리,빵,457,46.45,8.56,26.28,8.21,70g
프레즐,빵,312,55.14,8.37,6.45,7.94,100g
피자_불고기피자,빵,253,30.6,13.7,8.35,4.6,200g
피자_치즈피자,빵,277,35.6,15.7,7.9,3.4,200g
피자_페퍼로니피자,빵,266,35.15,14.7,7.4,3.75,200g
피자_포테이토피자,빵,251,28.64,11.2,10.2,3.4,250g
핫도그,빵,341,24.95,7.98,23.23,3.95,100g
핫도그_감자,빵,324,20.45,8.31,23.17,2.3,100g
핫도그_모짜렐라,빵,318,27.58,11.78,17.83,2.43,100g
햄버거,빵,225,15.64,11.04,13.12,5.18,100g
햄버거_소고기패티,빵,271,35.76,11.94,8.94,6.59,100g
햄버거_소고기패티_토마토_양상추,빵,229,18.01,9.55,13.23,4.78,100g
햄버거_치즈,빵,284,21.51,15.07,15.35,4.66,100g
매작과,빵,413,66.11,7.51,13.15,16.42,30g
산자,빵,366,82.17,2.31,3.09,31.35,30g
약과,빵,399,84.89,4.2,4.75,16.89,30g
유과,빵,424,74.23,2.81,12.83,24.15,30g
간자장,면,127,20.65,3.44,3.39,1.87,650g
국수_김치말이국수,면,50,8.67,2.15,0.8,1.38,600g
국수_막국수,면,57,10.98,2.0,0.58,0.94,1000g
국수_열무김치,면,54,8.7,1.88,1.28,2.33,800g
기스면,면,61,8.98,3.78,1.07,0.05,1000g
냉면_물냉면,면,66,13.12,1.99,0.63,2.52,100g
냉면_비빔냉면,면,131,21.1,3.43,3.61,3.79,100g
냉면_열무냉면,면,66,12.19,2.61,0.72,3.39,800g
떡만두국,면,89,15.82,2.87,1.62,0.02,700g
